"RowLabels","dba","address","licensenumber","licensetype","inspectorassigned","inspectiondate","inspectionpurpose"
"1414","LAO MA LA CHINESE RESTAURANT","2017 S WELLS ST CHICAGO, IL 60616","2054898","Food","Jacqueline Edwards",2014-09-22,"Canvass"
"1415","CHICAGO BORN LOSERS MOTORCYCLE CLUB","4420 W MADISON ST CHICAGO, IL 60624","2254224","Food","Joseph Jantke",2014-09-22,"License"
"1416","CHICAGO BORN LOSERS MOTORCYCLE CLUB","4420 W MADISON ST CHICAGO, IL 60624","2254223","Food","Joseph Jantke",2014-09-22,"License"
"1417","DUNKIN DONUTS","2805 W DIVISION ST CHICAGO, IL 60622 ","2013341","Food","Patricia Coats",2014-09-22,"Canvass Re-Inspection"
"1418","CAFE 455","455 N CITYFRONT PLAZA DR CHICAGO, IL 60611","2064954","Food","Luella Owens",2014-09-22,"Canvass"
"1419","CHICAGO BORN LOSERS MOTORCYCLE CLUB","4420 W MADISON ST CHICAGO, IL 60624","1675323-OOB","Food","Joseph Jantke",2014-09-22,"Canvass"
"1420","LURE","2017 S WELLS ST CHICAGO, IL 60616","2054898","Food","Jacqueline Edwards",2014-09-22,"Canvass"
"1421","STARBUCKS # 2483","1430 W TAYLOR ST CHICAGO, IL 60607","1120447","Food","Anita Brazil",2014-09-22,"Canvass"
"1422","PIZZERIA BRANDI","67 E CERMAK RD CHICAGO, IL 60616","2134644","Food","Molly Lynch",2014-09-22,"Canvass"
"1423","LALA FOOD MART","1133 N CALIFORNIA AVE CHICAGO, IL 60622 ","2087688","Food","Patricia Coats",2014-09-22,"Complaint Re-Inspection"
"1424","DUNKIN DONUTS","4612 W 59TH ST CHICAGO, IL 60629","1926502","Food","Kimberly Franklin",2014-09-22,"Short Form Complaint"
"1425","INSOMNIA COOKIES","2260 N LINCOLN AVE CHICAGO, IL 60614 ","2231962","Food","Rosarita Buco",2014-09-22,"Canvass"
"1426","JEWEL FOOD STORE #3092","1655 E 95TH ST CHICAGO, IL 60617","1411","Food","Sharon Lewis",2014-09-22,"Canvass"
"1427","MARGARITA'S PIZZERIA","2705 - 2707 E 79TH ST CHICAGO, IL 60649","48819","Food","Cecile Coffman",2014-09-22,"Canvass Re-Inspection"
"1428","FABCAKES","714 N WELLS CHICAGO, IL 60654 ","2133991","Food","Hilda Lainjo",2014-09-22,"Canvass"
"1429","BRINDILLE","534 N CLARK ST CHICAGO, IL 60654 ","2087734","Food","Marwan Tamimi",2014-09-22,"Canvass"
"1430","DOG DAY AFTERNOON","7183 W ARMITAGE AVE CHICAGO, IL 60707","15052","Food","Henry Millan",2014-09-22,"Canvass"
"1431","14 W. HUBBARD, LLC","14-18 W HUBBARD ST CHICAGO, IL 60654 ","2109816","Food","Marwan Tamimi",2014-09-22,"Canvass"
"1432","ITALIAN FIESTA PIZZERIA, INC","8058 S HALSTED ST CHICAGO, IL 60620","31036","Food","Sandra Balfour",2014-09-22,"Complaint"
"1433","KINMONT","419 W SUPERIOR ST CHICAGO, IL 60654","2288766","Food","Marwan Tamimi",2014-09-22,"Canvass"
"1434","PARK DOLLAR & FOOD","1101 N CALIFORNIA AVE CHICAGO, IL 60622","1681464","Food","Patricia Coats",2014-09-22,"Complaint Re-Inspection"
"1435","LA CECINA RESTAURANT","1934 W 47TH ST CHICAGO, IL 60609","38005","Food","Judith Mann-Hamdan",2014-09-22,"Canvass Re-Inspection"
"1436","7-Eleven","4631 N WESTERN AVE CHICAGO, IL 60625","1044375","Food","Sonya Enoch",2014-09-22,"Canvass"
"1437","MRS. FIELD'S","500 W MADISON ST CHICAGO, IL 60661","1874310","Food","Nola Martin",2014-09-22,"Canvass"
"1438","LA CECINA RESTAURANT","1934 W 47TH ST CHICAGO, IL 60609","38005","Food","Judith Mann-Hamdan",2014-09-22,"Canvass"
"1439","STARBUCKS COFFEE #9757","1101 S CANAL ST CHICAGO, IL 60607","1767598","Food","Ronald Leveston",2014-09-22,"Canvass"
"1440","AQUITAINE","2221 N LINCOLN AVE CHICAGO, IL 60614","1874129","Food","Rosarita Buco",2014-09-22,"Canvass Re-Inspection"
"1441","CHICAGO UNION SUB, INC.","2247 E 71ST ST CHICAGO, IL 60649","2309232","Food","Cecile Coffman",2014-09-22,"License Re-Inspection"
"1442","RAVENSWOOD MANOR CHILD CARE","2756-2758 W MONTROSE AVE CHICAGO, IL 60618","74576","Food","Audrey Rambus",2014-09-22,"Complaint"
"1443","RAINFOREST LEARNING CENTER, INC.","1325 S STATE ST CHICAGO, IL 60605","2215834","Food","Annette Grimes",2014-09-22,"License"
"1444","LA CECINA # 1","1934 W 47TH ST CHICAGO, IL 60609","2341257","Food","Judith Mann-Hamdan",2014-09-22,"License"
"1445","MIDWAY LOUNGE","4222-4224 W 63RD ST CHICAGO, IL 60629","2086","Food","Joyce Galvin",2014-09-22,"Canvass"
"1446","CHINA CAFE","2300 S WENTWORTH AVE CHICAGO, IL 60616","1070157","Food","Kyle Kirkegaard",2014-09-22,"Canvass"
"1447","LALOS MEXICAN RESTAURANT","5700 S CICERO CHICAGO, IL 60638","1142112","Food","Kimberly Franklin",2014-09-22,"Canvass"
"1448","LEONA'S RESTAURANT","1236 E 53RD ST CHICAGO, IL 60615","2313667","Food","Jacqueline Edwards",2014-09-22,"License Re-Inspection"
"1449","MIX MATCH FRESH GOURMET POPCORN","8546 S STONY ISLAND AVE CHICAGO, IL 60617 ","2355358","Food","Cecile Coffman",2014-09-22,"License"
"1450","LEONA'S RESTAURANT","1236 E 53RD ST CHICAGO, IL 60615","2313668","Food","Jacqueline Edwards",2014-09-22,"License Re-Inspection"
"1451","LEONA'S RESTAURANT","1236 E 53RD ST CHICAGO, IL 60615","2313669","Food","Jacqueline Edwards",2014-09-22,"License Re-Inspection"
"1452","STAR OF SIAM INC","11 E ILLINOIS ST CHICAGO, IL 60611","4190","Food","Luella Owens",2014-09-22,"Short Form Complaint"
"1453","AUNTIE ANNIE'S PRETZELS","500 W MADISON ST CHICAGO, IL 60661","1045770","Food","Nola Martin",2014-09-22,"Canvass"
"1454","LEONA'S PIZZERIA, INC.","1236 E 53RD ST CHICAGO, IL 60615","41589","Food","Jacqueline Edwards",2014-09-22,"Canvass"
"1455","DOSIRAK","1514 W TAYLOR ST CHICAGO, IL 60607 ","2146301","Food","Anita Brazil",2014-09-22,"Canvass Re-Inspection"
"1456","PUMP ROOM","1301 N STATE PKWY CHICAGO, IL 60610","2022350","Food","Michael Kurczewski",2014-09-22,"Complaint"
"1457","MOMOTARO","820 W LAKE ST CHICAGO, IL 60607","2319778","Food","Annette Grimes",2014-09-22,"License Re-Inspection"
"1458","MOMOTARO","820 W LAKE ST CHICAGO, IL 60607","2319777","Food","Annette Grimes",2014-09-22,"License Re-Inspection"
"1459","NELLCOTE","833 W RANDOLPH ST CHICAGO, IL 60607 ","2102789","Food","Ronald Leveston",2014-09-22,"Canvass Re-Inspection"
"1460","BUTTERFLY SUSHI BAR AND THAI CUISINE ON MADISON ST","1131 W MADISON ST CHICAGO, IL 60607 ","2074427","Food","Anita Brazil",2014-09-22,"Short Form Complaint"
"1461","NORDSTROM ESPRESSO BAR","55 E GRAND AVE CHICAGO, IL 60611","1245107","Food","Luella Owens",2014-09-22,"Canvass"
"1462","BISMILLAH RESTAURANT","6301 N RIDGE AVE CHICAGO, IL 60660 ","1381227","Food","Jesus Su",2014-09-22,"Complaint Re-Inspection"
"1463","G Cue Billiards","157 N MORGAN ST CHICAGO, IL 60607","1379700","Food","Michael Kurczewski",2014-09-22,"Canvass"
"1464","FIRST DRAFT","649 S CLARK ST CHICAGO, IL 60605","2230618","Food","Annette Grimes",2014-09-22,"Canvass"
"1465","AGEES PIZZERIA & GRILL","1118 W WILSON AVE CHICAGO, IL 60640 ","2137946","Food","Frances Demma",2014-09-22,"Canvass Re-Inspection"
"1466","SALA BUA THAI CUISINE","2002 S WENTWORTH AVE BLDG 103 CHICAGO, IL 60616 ","2284630","Food","Jay Khamphounvong",2014-09-22,"Canvass"
"1467","DOMINO'S PIZZA","1234 S CANAL ST CHICAGO, IL 60607 ","2269542","Food","Anita Brazil",2014-09-22,"Complaint Re-Inspection"
"1468","DUKES","5659 N CENTRAL AVE CHICAGO, IL 60646","56642","Food","Nilda Soto",2014-09-22,"Canvass"
"1469","TAI HO YEE FOOD CO","2422 S WENTWORTH AVE CHICAGO, IL 60616","1271753","Food","Elvia Martinez-Ceballos",2014-09-22,"Canvass"
"1470","WALGREENS # 15971","259 E ERIE ST CHICAGO, IL 60611 ","2354255","Food","Luella Owens",2014-09-22,"License"
"1471","AVENUE GROCERY MART","4948 W CHICAGO AVE CHICAGO, IL 60651 ","2358726","Food","Jewel Walker",2014-09-23,"License"
"1472","Daley","5024 S Wolcott (1900W) CHICAGO, IL 60609","CPS25951","Food","Judith Mann-Hamdan",2014-09-23,"Canvass"
"1473","TARGET STORE #1437","2939 W ADDISON ST CHICAGO, IL 60618","1383221","Food","Audrey Rambus",2014-09-23,"Canvass"
"1474","ALEX'S CATERING","2637 S THROOP ST CHICAGO, IL 60608 ","2348736","Food","Alejandro Delgado",2014-09-23,"License"
"1475","SHAW'S CRAB HOUSE","21 E HUBBARD ST CHICAGO, IL 60611","9278","Food","Michael Kurczewski",2014-09-23,"Short Form Complaint"
"1476","CANTONESIA RESTAURANT","204 W CERMAK RD CHICAGO, IL 60616","1474248","Food","Molly Lynch",2014-09-23,"Canvass"
"1477","MELROSE RESTAURANT","3233 N BROADWAY CHICAGO, IL 60657","26022","Food","Kyle Kirkegaard",2014-09-23,"Canvass Re-Inspection"
"1478","YEE HEUNG SEAFOOD HOUSE","225 W CERMAK RD CHICAGO, IL 60616","1044682","Food","Molly Lynch",2014-09-23,"Canvass"
"1479","SUSHI LOUNGE","234 W CERMAK RD CHICAGO, IL 60616","1514318","Food","Molly Lynch",2014-09-23,"Canvass"
"1480","R G LEE CORP","242 W CERMAK RD CHICAGO, IL 60616","26296","Food","Molly Lynch",2014-09-23,"Canvass"
"1481","ANDY'S CAFE","3601 W NORTH AVE CHICAGO, IL 60647","2252834","Food","Michelle Jackson",2014-09-23,"Canvass"
"1482","SUPERMERCADO EL BARRIO","6115  S KEDZIE AVE CHICAGO, IL 60629","2246332","Food","Joyce Galvin",2014-09-23,"Canvass"
"1483","LEONA'S PIZZERIA","1936 W AUGUSTA BLVD CHICAGO, IL 60622","2313656","Food","Patricia Coats",2014-09-23,"License"
"1484","FEIDA BAKERY","2228 S WENTWORTH AVE CHICAGO, IL 60616","82530","Food","Jacqueline Edwards",2014-09-23,"Canvass Re-Inspection"
"1485","LA FLOR GROCERY STORE","10500 S AVENUE M CHICAGO, IL 60617","1798264","Food","Cecile Coffman",2014-09-23,"Canvass"
"1486","SUPER LOW MEAT MARKET, INC.","5300 W CHICAGO AVE CHICAGO, IL 60651","2120607","Food","Jewel Walker",2014-09-23,"Canvass"
"1487","CAFFE ROM","180 N STETSON AVE CHICAGO, IL 60601","1595426","Food","Marwan Tamimi",2014-09-23,"Canvass"
"1488","LEONA'S PIZZERIA","1936 W AUGUSTA BLVD CHICAGO, IL 60622","2313657","Food","Patricia Coats",2014-09-23,"License"
"1489","JEWEL FOOD STORE #2502","2550 N CLYBOURN AVE CHICAGO, IL 60614 ","2293797","Food","Rosarita Buco",2014-09-23,"Canvass"
"1490","POTBELLY SANDWICH WORKS","924 W BELMONT AVE CHICAGO, IL 60657","1841496","Food","Kyle Kirkegaard",2014-09-23,"Canvass"
"1491","CHICAGO'S FINEST DELI ON WHEELS, LLC","324 N LEAVITT CHICAGO, IL 60612 ","2246695","Food","Denise Batinich",2014-09-23,"License"
"1492","LOU MALNATI'S PIZZERIA","439 N WELLS ST CHICAGO, IL 60654","83595","Food","Hilda Lainjo",2014-09-23,"Canvass"
"1493","Kitchen Chicago, LLC","324 N LEAVITT ST CHICAGO, IL 60612","2119905","Food","Michelle Jackson",2014-09-23,"Canvass"
"1494","CHIPOTLE MEXICAN GRILL","316 N MICHIGAN AVE CHICAGO, IL 60601","1122193","Food","Marwan Tamimi",2014-09-23,"Complaint"
"1495","Richards HS","5009 S Laflin (1500W) CHICAGO, IL 60609","CPS53051","Food","Judith Mann-Hamdan",2014-09-23,"Canvass"
"1496","Winston's Sausage, Inc.","4701 W 63RD ST CHICAGO, IL 60629","1493363","Food","Joyce Galvin",2014-09-23,"Canvass"
"1497","LEONA'S PIZZERIA","1936 W AUGUSTA BLVD CHICAGO, IL 60622","41570","Food","Patricia Coats",2014-09-23,"Canvass"
"1498","CHINA TOWN RESTAURANT","207 W CERMAK RD CHICAGO, IL 60616","2355372","Food","Jacqueline Edwards",2014-09-23,"License"
"1499","MUNOZ MARIN-LOWELL","3320 W EVERGREEN  CHICAGO, IL 60651","CPS26011","Food","Jewel Walker",2014-09-23,"Canvass Re-Inspection"
"1500","ST.NICHOLAS CATHEDRAL","2200 W RICE ST CHICAGO, IL 60622 ","PS2225381","Food","Patricia Coats",2014-09-23,"Canvass"
"1501","LOU MALNATI'S PIZZERIA","439 N WELLS ST CHICAGO, IL 60654","2341855","Food","Hilda Lainjo",2014-09-23,"License"
"1502","THE CENTERED CHEF","177 N ADA CHICAGO, IL 60607 ","2113313","Food","Michael Kurczewski",2014-09-23,"Canvass"
"1503","WINDY CITY, INN","2255-2257 W IRVING PARK RD CHICAGO, IL 60618","47870","Food","Audrey Rambus",2014-09-23,"Canvass"
"1504","LOU MALNATI'S PIZZERIA","439 N WELLS ST CHICAGO, IL 60654","2341854","Food","Hilda Lainjo",2014-09-23,"License"
"1505","NEW CHINATOWN RESTAURANT","207 W CERMAK RD CHICAGO, IL 60616","2203538","Food","Jacqueline Edwards",2014-09-23,"Canvass"
"1506","JUNO","2638 N LINCOLN AVE CHICAGO, IL 60614","2185371","Food","Rosarita Buco",2014-09-23,"Canvass"
"1507","ORIGINAL TRIPLE CROWN RESTAURANT, INC.","211 W 22ND PL CHICAGO, IL 60616","1997650","Food","Molly Lynch",2014-09-23,"Canvass"
"1508","SAWTOOTH RESTAURANT AND LOUNGE","1350 W RANDOLPH ST CHICAGO, IL 60607","2014273","Food","Michael Kurczewski",2014-09-23,"Canvass"
"1509","LAO HUNAN CHINESE RESTAURANT","2230 S WENTWORTH AVE CHICAGO, IL 60616","2109220","Food","Jacqueline Edwards",2014-09-23,"Canvass Re-Inspection"
"1510","SALGADO'S GROCERY STORE","4434 W 59TH ST CHICAGO, IL 60629","1999108","Food","Joyce Galvin",2014-09-23,"Canvass"
"1511","LINCOLN PARK PIZZA","2245 N LINCOLN AVE CHICAGO, IL 60614","1225378","Food","Rosarita Buco",2014-09-23,"Canvass"
"1512","JIMMY'S FRY HOUSE","3500 S WESTERN AVE CHICAGO, IL 60609 ","2279360","Food","Judith Mann-Hamdan",2014-09-23,"Canvass"
"1513","FIGO'S FROZEN YOGURT","742 N ADA ST CHICAGO, IL 60642 ","2102835","Food","Joseph Jantke",2014-09-23,"Canvass"
"1514","4 SUYOS","2727 W FULLERTON AVE CHICAGO, IL 60647","2134086","Food","Joseph Jantke",2014-09-23,"Canvass Re-Inspection"
"1515","Queen of All Saints","6230 N LEMONT ST CHICAGO, IL 60646 ","PS1981908","Food","Nilda Soto",2014-09-23,"Canvass"
"1516","ZERO DEGREES KARAOKE BAR LLC","453 W 24TH ST CHICAGO, IL 60616 ","2013290","Food","Molly Lynch",2014-09-23,"Canvass"
"1517","ZAYTUNE MEDITERRANEAN GRILL","3500 S WESTERN AVE CHICAGO, IL 60609 ","2355002","Food","Judith Mann-Hamdan",2014-09-23,"License"
"1518","MC DONALD'S","3122 W TOUHY AVE CHICAGO, IL 60645","35587","Food","Jesus Su",2014-09-23,"Canvass"
"1519","SUPREME BEAN PIE","7351 S STONY ISLAND AVE CHICAGO, IL 60649","PS1742571","Food","Cecile Coffman",2014-09-23,"Consultation"
"1520","AMERICAN WILDBURGER","1234 S HALSTED CHICAGO, IL 60607 ","2252890","Food","Annette Grimes",2014-09-23,"Canvass"
"1521","DON GOLLO SUPERMERCADO, INC","4156 W 63RD ST CHICAGO, IL 60629","1933523","Food","Joyce Galvin",2014-09-23,"Canvass"
"1522","FIVE GUYS BURGERS & FRIES","3219 N BROADWAY CHICAGO, IL 60657","2088960","Food","Kyle Kirkegaard",2014-09-23,"Complaint"
"1523","6 DEGREES","1935 N DAMEN AVE CHICAGO, IL 60647","1592201","Food","Michelle Jackson",2014-09-23,"Canvass"
"1524","JIMMY JOHN'S","55 E GRAND AVE CHICAGO, IL 60611","1804412","Food","Luella Owens",2014-09-23,"Canvass"
"1525","I Learn Center of Chicago","2650  N ASHLAND  AVE CHICAGO, IL 60614 ","2229462","Food","Rosarita Buco",2014-09-23,"License Re-Inspection"
"1526","YUMMY'S GRILL","5609 W BLOOMINGDALE AVE CHICAGO, IL 60639","1696435","Food","Jewel Walker",2014-09-23,"Canvass"
"1527","CHARLIE BAGGS, INC","2300 N LINCOLN PARK WEST CHICAGO, IL 60614","1647713","Food","Nola Martin",2014-09-23,"Canvass"
"1528","7 ELEVEN #34133A","1138 W WILSON AVE CHICAGO, IL 60640","2069705","Food","Frances Demma",2014-09-23,"Canvass"
"1529","MORTON'S STEAKHOUSE-WACKER PLACE","65 E WACKER PL CHICAGO, IL 60601","1738594","Food","Marwan Tamimi",2014-09-23,"Complaint"
"1530","SHAW'S CRAB HOUSE","21 E HUBBARD ST CHICAGO, IL 60611","9278","Food","Michael Kurczewski",2014-09-23,"Suspected Food Poisoning Re-inspection"
"1531","BISTRO VOLTAIRE","226 W CHICAGO AVE CHICAGO, IL 60654 ","2088772","Food","Hilda Lainjo",2014-09-23,"Canvass"
"1532","DUNKIN DONUTS","3528 S LEAVITT ST CHICAGO, IL 60609","1546658","Food","Judith Mann-Hamdan",2014-09-23,"Canvass"
"1533","PACIUGO ROSCOE VILLAGE","2009 W ROSCOE ST CHICAGO, IL 60618 ","2157520","Food","Audrey Rambus",2014-09-23,"Canvass"
"1534","KANELA BREAKFAST CLUB","1408 N MILWAUKEE AVE CHICAGO, IL 60622","2358636","Food","Patricia Coats",2014-09-23,"License"
"1535","SUPERMERCADO LA FIESTA #2, INC.","4156 W 63RD ST CHICAGO, IL 60629","2289634","Food","Joyce Galvin",2014-09-23,"Canvass"
"1536","DENA KITCHEN","3306 W FULLERTON AVE CHICAGO, IL 60647","2354522","Food","Joseph Jantke",2014-09-23,"License"
"1537","DAVIDSON HOTEL COMPANY","625 S ASHLAND AVE CHICAGO, IL 60607","1335519","Food","Annette Grimes",2014-09-23,"Canvass"
"1538","MT SINAI HOSPITAL MEDICAL CTR","2750 W 15TH PL CHICAGO, IL 60608","1488042","Food","Alejandro Delgado",2014-09-23,"Canvass Re-Inspection"
"1539","REGGIE'S BAR & GRILL","2105 S STATE ST CHICAGO, IL 60616","1841043","Food","Jacqueline Edwards",2014-09-23,"Complaint Re-Inspection"
"1540","MAMA ANGIE","5423 W BELMONT AVE CHICAGO, IL 60641","2270450","Food","Blesilda Guillen",2014-09-23,"Canvass"
"1541","MAMA ANGIE PIZZA","5423 W BELMONT AVE CHICAGO, IL 60641","2355378","Food","Blesilda Guillen",2014-09-23,"License Re-Inspection"
"1542","McDonalds","1951 E 95TH ST CHICAGO, IL 60617 ","2031962","Food","Cecile Coffman",2014-09-23,"Complaint"
"1543","MCDONALD'S #26364","233 W JACKSON BLVD CHICAGO, IL 60606","1868073","Food","Ronald Leveston",2014-09-23,"Canvass"
"1544","MAXWELL'S ON OGDEN","2600  W OGDEN AVE CHICAGO, IL 60608 ","2003406","Food","Alejandro Delgado",2014-09-23,"Canvass"
"1545","Ben's Bar Be Cue","5931 W NORTH AVE CHICAGO, IL 60639","2142330","Food","Jewel Walker",2014-09-23,"Canvass Re-Inspection"
"1546","HOPS & GRAPES","6816 N SHERIDAN RD CHICAGO, IL 60626","2288880","Food","Jesus Su",2014-09-23,"License"
"1547","GRILL AND GARDEN,INC.","5318 N BROADWAY CHICAGO, IL 60640 ","2354927","Food","Frances Demma",2014-09-23,"License"
"1548","JEREZ RESTAURANT SEA FOOD","4803 N PULASKI RD CHICAGO, IL 60630 ","1225507","Food","Jay Khamphounvong",2014-09-23,"Canvass Re-Inspection"
"1549","THE PANINI REPUBLIC","500 W DIVERSEY PKWY CHICAGO, IL 60614 ","2348868","Food","Rosarita Buco",2014-09-23,"License"
"1550","L.20","2300 N LINCOLN PARK WEST CHICAGO, IL 60614","1874539","Food","Nola Martin",2014-09-23,"Canvass"
"1551","Taft (H/S) (BOARD OF EDUCATION)","6530 W Bryn Mawr Ave (5600N) CHICAGO, IL 60631","CPS46311","Food","Jay Khamphounvong",2014-09-23,"Canvass"
"1552","LAO SZE CHUAN","520 N MICHIGAN AVE CHICAGO, IL 60611","2262504","Food","Luella Owens",2014-09-23,"License"
"1553","SAM FOOD AND LIQUOR","6812-6816 N SHERIDAN RD CHICAGO, IL 60626","8745","Food","Jesus Su",2014-09-23,"Canvass"
"1554","MAXWELL STREET HARRISON","3801 W HARRISON ST CHICAGO, IL 60624","2247280","Food","Michelle Jackson",2014-09-23,"Canvass"
"1555","LAO SZE CHUAN","520 N MICHIGAN AVE CHICAGO, IL 60611","2262505","Food","Luella Owens",2014-09-23,"License"
"1556","THREE HARMONY RESTAURANT","4546 N MAGNOLIA AVE CHICAGO, IL 60640","1172055","Food","Frances Demma",2014-09-23,"Canvass"
"1557","PANERA BREAD","6059 N LINCOLN AVE CHICAGO, IL 60659","1475890","Food","Nilda Soto",2014-09-23,"Canvass Re-Inspection"
"1558","DIM SUM HOUSE, INC","2610 S WENTWORTH AVE CHICAGO, IL 60616","25179","Food","Elvia Martinez-Ceballos",2014-09-23,"Canvass"
"1559","STARBUCKS COFFEE","100 S WACKER DR CHICAGO, IL 60606","23093","Food","Ronald Leveston",2014-09-23,"Canvass"
"1560","JIMMY JOHN'S","520 N MICHIGAN AVE CHICAGO, IL 60611","2233126","Food","Luella Owens",2014-09-23,"Canvass"
"1561","MOHER PUBLIC HOUSE","5310 W DEVON AVE CHICAGO, IL 60646","2147874","Food","Nilda Soto",2014-09-23,"Canvass"
"1562","POLK STREET CO.","548 W POLK ST CHICAGO, IL 60607","29507","Food","Anita Brazil",2014-09-23,"Canvass Re-Inspection"
"1563","EXCELSIOR GARDEN","4855 N MILWAUKEE AVE CHICAGO, IL 60630","1335894","Food","Jay Khamphounvong",2014-09-23,"Canvass"
"1564","LOYOLA BENTO EXPRESS","6803 N SHERIDAN RD CHICAGO, IL 60626","2358669","Food","Jesus Su",2014-09-23,"License"
"1565","THE BEER BISTRO","1061 W MADISON ST CHICAGO, IL 60607","1168258","Food","Annette Grimes",2014-09-23,"Canvass Re-Inspection"
"1566","LAO SZE CHUAN","520 N MICHIGAN AVE CHICAGO, IL 60611","2262504","Food","Luella Owens",2014-09-23,"License Re-Inspection"
"1567","PALACE GATE AFRICA RESTAURANT","4548 N MAGNOLIA AVE CHICAGO, IL 60640 ","2089194","Food","Frances Demma",2014-09-23,"Canvass"
"1568","CARIBOU COFFEE COMPANY INC.","1328 S HALSTED ST CHICAGO, IL 60607","1404142","Food","Ronald Leveston",2014-09-23,"Canvass"
"1569","LAO SZE CHUAN","520 N MICHIGAN AVE CHICAGO, IL 60611","2262505","Food","Luella Owens",2014-09-23,"License Re-Inspection"
"1570","VILLA ROSA PIZZA AND PASTA","5345 W DEVON AVE CHICAGO, IL 60646","1887536","Food","Nilda Soto",2014-09-23,"Canvass"
"1571","FLIRTY GIRL FITNESS CHICAGO","1325 W RANDOLPH ST CHICAGO, IL 60607","1770363","Food","Anita Brazil",2014-09-23,"Canvass"
"1572","KISS DRAGON CO.","2334 S WENTWORTH AVE CHICAGO, IL 60616","1488929","Food","Elvia Martinez-Ceballos",2014-09-23,"Canvass"
"1573","LE PARIS BAKERY","3939 W 31ST ST CHICAGO, IL 60623","31563","Food","Denise Batinich",2014-09-24,"Canvass Re-Inspection"
"1574","RUDY'S BAKERY","2038 W ROSCOE ST CHICAGO, IL 60618","1069143","Food","Audrey Rambus",2014-09-24,"Canvass Re-Inspection"
"1575","KOPA KAVANA KLUB","3010-3018 W 26TH ST CHICAGO, IL 60623","2064826","Food","Denise Batinich",2014-09-24,"Canvass"
"1576","Churro Factory Inc","2214 S Wolcott AVE CHICAGO, IL 60608","1903754","Food","Alejandro Delgado",2014-09-24,"Canvass"
"1577","DUNKIN BASKIN","909 W WASHINGTON BLVD CHICAGO, IL 60607","1645699","Food","Anita Brazil",2014-09-24,"Canvass"
"1578","University of Chicago Orthogenic School","1365 E 60TH ST CHICAGO, IL 60637","PS1980706","Food","Judith Mann-Hamdan",2014-09-24,"Canvass"
"1579","PASTA AL GUSTO","3737 N SOUTHPORT CHICAGO, IL 60613","2358877","Food","Kyle Kirkegaard",2014-09-24,"License"
"1580","LA LUNA BAKERY","5019 W FULLERTON AVE CHICAGO, IL 60639","81565","Food","Blesilda Guillen",2014-09-24,"Canvass"
"1581","LA ENCANTADA RESTAURANT","3437 W NORTH AVE CHICAGO, IL 60647","1681213","Food","Michelle Jackson",2014-09-24,"Canvass"
"1582","STARBUCKS COFFEE #2369","2023-2025 W ROSCOE ST CHICAGO, IL 60618","23112","Food","Audrey Rambus",2014-09-24,"Canvass"
"1583","PEPPERINO PIZZERIA","1501 W MADISON ST CHICAGO, IL 60607","2084073","Food","Anita Brazil",2014-09-24,"Canvass Re-Inspection"
"1584","TUMBAO BAR & GRILL","3213 W ARMITAGE AVE CHICAGO, IL 60647","1741827","Food","Michelle Jackson",2014-09-24,"Canvass"
"1585","Frutisandwich","5053 W FULLERTON AVE CHICAGO, IL 60639","2196893","Food","Blesilda Guillen",2014-09-24,"Canvass"
"1586","BENNY'S PIZZA","1244 W 18TH ST CHICAGO, IL 60608 ","1816692","Food","Alejandro Delgado",2014-09-24,"Complaint"
"1587","CHURCH'S CHICKEN # 1068","2806 W CERMAK RD CHICAGO, IL 60623","1273278","Food","Denise Batinich",2014-09-24,"Canvass Re-Inspection"
"1588","CROSBY'S KITCHEN","3455-3457 N SOUTHPORT AVE CHICAGO, IL 60657","2147385","Food","Kyle Kirkegaard",2014-09-24,"Complaint"
